docid	lc_words	tags	coarse_tags	pattern	numwords	numchars	count
bill0	employing	VBG	Verb	VG	1	9	28
bill0	son	NN	Noun	NP	1	3	27
bill0	son	NNP	Noun	NP	1	3	1
bill0	subsection -lrb- a -rrb-	NN -LRB- DT -RRB-	Noun Lparen Det Rparen	NP	4	24	28
bill0	described	VBN	Verb	VG	1	9	27
bill0	health care	NN NN	Noun Noun	NP	2	11	26
bill0	health care	NNP NN	Noun Noun	NP	2	11	1
bill0	case	NN	Noun	NP	1	4	26
bill0	schedule	NN	Noun	NP	1	8	22
bill0	schedule	VB	Verb	VG	1	8	4
bill0	102	CD	Noun	NP	1	3	25
bill0	2	CD	Noun	NP	1	1	25
bill0	care provider	NN NN	Noun Noun	NP	2	13	25
bill0	health care provider	NN NN NN	Noun Noun Noun	NP	3	20	24
bill0	health care provider	NNP NN NN	Noun Noun Noun	NP	3	20	1
bill0	position	NN	Noun	NP	1	8	25
bill0	provider	NN	Noun	NP	1	8	25
bill0	senate	NNP	Noun	NP	1	6	25
bill0	has	VBZ	Verb	VG	1	3	24
bill0	means	VBZ	Verb	VG	1	5	24
bill0	parent	NN	Noun	NP	1	6	22
bill0	parent	NNP	Noun	NP	1	6	1
bill0	period	NN	Noun	NP	1	6	23
bill0	employing agency	VBG NN	Verb Noun	VerbArg	2	16	22
bill0	leave schedule	NN NN	Noun Noun	NP	2	14	21
bill0	leave schedule	VB VB	Verb Verb	VG	2	14	1
bill0	section 102	NN CD	Noun Noun	NP	2	11	22
bill0	action	NN	Noun	NP	1	6	18
bill0	action	NNP	Noun	NP	1	6	3
bill0	reduced	VBN	Verb	VG	1	7	19
bill0	reduced	VBD	Verb	VG	1	7	2
bill0	rights	NNS	Noun	NP	1	6	16
bill0	rights	NNP	Noun	NP	1	6	5
bill0	u.s.c.	NN	Noun	NP	1	6	11
bill0	u.s.c.	NNP	Noun	NP	1	6	10
bill0	< gr-thn-eq	JJR CD	Adj Noun	NP	2	11	15
bill0	< gr-thn-eq	JJR NN	Adj Noun	NP	2	11	5
bill0	gr-thn-eq	CD	Noun	NP	1	9	15
bill0	gr-thn-eq	NN	Noun	NP	1	9	5
bill0	reduced leave	VBN NN	Verb Noun	VerbArg	2	13	17
bill0	reduced leave	VBD NN	Verb Noun	VerbArg	2	13	2
bill0	reduced leave	VBN VB	Verb Verb	VG	2	13	1
bill0	reduced leave schedule	VBN NN NN	Verb Noun Noun	VerbArg	3	22	17
bill0	reduced leave schedule	VBD NN NN	Verb Noun Noun	VerbArg	3	22	2
bill0	reduced leave schedule	VBN VB VB	Verb Verb Verb	VG	3	22	1
bill0	require	VB	Verb	VG	1	7	20
bill0	serious health	JJ NN	Adj Noun	NP	2	14	20
bill0	family	NN	Noun	NP	1	6	17
bill0	family	NNP	Noun	NP	1	6	2
bill0	purposes	NNS	Noun	NP	1	8	19
bill0	health condition	NN NN	Noun Noun	NP	2	16	18
bill0	labor	NNP	Noun	NP	1	5	14
bill0	labor	NN	Noun	NP	1	5	4
bill0	leave under subparagraph	NN IN NN	Noun Prep Noun	NP	3	24	11
bill0	leave under subparagraph	VB IN NN	Verb Prep Noun	VerbArg	3	24	4
bill0	leave under subparagraph	VBP IN NN	Verb Prep Noun	VerbArg	3	24	3
bill0	paragraph -lrb- 1 -rrb-	NN -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	23	18
bill0	serious health condition	JJ NN NN	Adj Noun Noun	NP	3	24	18
bill0	spouse	NN	Noun	NP	1	6	18
bill0	treatment	NN	Noun	NP	1	9	18
bill0	5	CD	Noun	NP	1	1	17
bill0	employee is	NN VBZ	Noun Verb	VerbArg	2	11	17
bill0	end	NN	Noun	NP	1	3	14
bill0	end	VB	Verb	VG	1	3	3
bill0	may require	MD VB	VerbMod Verb	VG	2	11	17
bill0	members	NNS	Noun	NP	1	7	17
bill0	paid	VBN	Verb	VG	1	4	16
bill0	paid	VBD	Verb	VG	1	4	1
bill0	school	NN	Noun	NP	1	6	17
bill0	subparagraph -lrb- a -rrb-	NN -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	26	17
bill0	105	CD	Noun	NP	1	3	16
bill0	leave under section	NN IN NN	Noun Prep Noun	NP	3	19	16
bill0	provide	VB	Verb	VG	1	7	15
bill0	provide	VBP	Verb	VG	1	7	1
bill0	violation	NN	Noun	NP	1	9	16
bill0	amount	NN	Noun	NP	1	6	15
bill0	employed	VBN	Verb	VG	1	8	15
bill0	have	VB	Verb	VG	1	4	10
bill0	have	VBP	Verb	VG	1	4	5
bill0	subparagraph -lrb- c -rrb-	NN -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	26	15
bill0	subsection -lrb- a -rrb- -lrb- 1 -rrb-	NN -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	38	15
bill0	12	CD	Noun	NP	1	2	14
bill0	basis	NN	Noun	NP	1	5	14
bill0	days	NNS	Noun	NP	1	4	14
bill0	return	VB	Verb	VG	1	6	9
bill0	return	NN	Noun	NP	1	6	5
bill0	sec	NNP	Noun	NP	1	3	14
bill0	states	NNP	Noun	NP	1	6	7
bill0	states	VBZ	Verb	VG	1	6	4
bill0	states	NNPS	Noun	NP	1	6	3
bill0	102 -lrb- a -rrb-	CD -LRB- DT -RRB-	Noun Lparen Det Rparen	NP	4	17	13
bill0	102 -lrb- a -rrb- -lrb- 1 -rrb-	CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	31	13
bill0	3	CD	Noun	NP	1	1	13
bill0	commerce	NN	Noun	NP	1	8	11
bill0	commerce	NNP	Noun	NP	1	8	2
bill0	duration	NN	Noun	NP	1	8	13
bill0	employers	NNS	Noun	NP	1	9	13
bill0	fair	NNP	Noun	NP	1	4	13
bill0	made	VBN	Verb	VG	1	4	12
bill0	made	VBD	Verb	VG	1	4	1
bill0	may be	MD VB	VerbMod Verb	VG	2	6	13
bill0	notice	NN	Noun	NP	1	6	12
bill0	notice	NNP	Noun	NP	1	6	1
bill0	policies	NNS	Noun	NP	1	8	13
bill0	section 102 -lrb- a -rrb-	NN CD -LRB- DT -RRB-	Noun Noun Lparen Det Rparen	NP	5	25	13
bill0	section 102 -lrb- a -rrb- -lrb- 1 -rrb-	NN CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Noun Lparen Det Rparen Lparen O Rparen	NP	8	39	13
bill0	such employee	JJ NN	Adj Noun	NP	2	13	13
bill0	29	CD	Noun	NP	1	2	12
bill0	29 u.s.c.	CD NN	Noun Noun	NP	2	9	11
bill0	29 u.s.c.	CD NNP	Noun Noun	NP	2	9	1
bill0	amendment	NN	Noun	NP	1	9	9
bill0	amendment	NNP	Noun	NP	1	9	3
bill0	apply	VB	Verb	VG	1	5	8
bill0	apply	VBP	Verb	VG	1	5	4
bill0	house	NNP	Noun	NP	1	5	11
bill0	house	NN	Noun	NP	1	5	1
bill0	including	VBG	Verb	VG	1	9	12
bill0	information	NN	Noun	NP	1	11	12
bill0	medical leave	JJ NN	Adj Noun	NP	2	13	8
bill0	medical leave	NN VB	Noun Verb	VerbArg	2	13	2
bill0	medical leave	NNP VB	Noun Verb	VerbArg	2	13	2
bill0	respect	NN	Noun	NP	1	7	12
bill0	son or daughter	NN CC NN	Noun O Noun	NP	3	15	11
bill0	son or daughter	NNP CC NN	Noun O Noun	NP	3	15	1
bill0	subsection -lrb- b -rrb-	NN -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	24	12
bill0	6382	CD	Noun	NP	1	4	11
bill0	benefit	NN	Noun	NP	1	7	10
bill0	benefit	VB	Verb	VG	1	7	1
bill0	birth	NN	Noun	NP	1	5	11
bill0	entitled	VBN	Verb	VG	1	8	11
bill0	manner	NN	Noun	NP	1	6	11
bill0	nothing	NN	Noun	NP	1	7	11
bill0	representatives	NNPS	Noun	NP	1	15	8
bill0	representatives	NNS	Noun	NP	1	15	2
bill0	representatives	NNP	Noun	NP	1	15	1
bill0	service	NN	Noun	NP	1	7	7
bill0	service	NNP	Noun	NP	1	7	4
bill0	shall provide	MD VB	VerbMod Verb	VG	2	13	11
bill0	standards	NNP	Noun	NP	1	9	9
bill0	standards	NNS	Noun	NP	1	9	2
bill0	state	NN	Noun	NP	1	5	7
bill0	state	NNP	Noun	NP	1	5	4
bill0	subchapter	NN	Noun	NP	1	10	9
bill0	subchapter	NNP	Noun	NP	1	10	2
bill0	take	VB	Verb	VG	1	4	11
bill0	taken	VBN	Verb	VG	1	5	11
bill0	30	CD	Noun	NP	1	2	10
bill0	30 days	CD NNS	Noun Noun	NP	2	7	10
bill0	concerning	VBG	Verb	VG	1	10	10
bill0	court	NN	Noun	NP	1	5	10
bill0	house of representatives	NNP IN NNPS	Noun Prep Noun	NP	3	24	8
bill0	house of representatives	NN IN NNS	Noun Prep Noun	NP	3	24	1
bill0	house of representatives	NNP IN NNP	Noun Prep Noun	NP	3	24	1
bill0	intermittent leave	JJ NN	Adj Noun	NP	2	18	10
bill0	leave is	NN VBZ	Noun Verb	VerbArg	2	8	9
bill0	leave is	VBP VBZ	Verb Verb	VG	2	8	1
bill0	leave under section 102	NN IN NN CD	Noun Prep Noun Noun	NP	4	23	10
bill0	office	NN	Noun	NP	1	6	5
bill0	office	NNP	Noun	NP	1	6	5
bill0	opinion	NN	Noun	NP	1	7	10
bill0	paragraph -lrb- 2 -rrb-	NN -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	23	10
bill0	person	NN	Noun	NP	1	6	10
bill0	placement	NN	Noun	NP	1	9	10
bill0	such leave	JJ NN	Adj Noun	NP	2	10	10
bill0	united	NNP	Noun	NP	1	6	10
bill0	united states	NNP NNP	Noun Noun	NP	2	13	7
bill0	united states	NNP NNPS	Noun Noun	NP	2	13	3
bill0	weeks	NNS	Noun	NP	1	5	10
bill0	work	VB	Verb	VG	1	4	6
bill0	work	NN	Noun	NP	1	4	4
bill0	years	NNS	Noun	NP	1	5	10
bill0	1938	CD	Noun	NP	1	4	9
bill0	act of 1938	NNP IN CD	Noun Prep Noun	NP	3	11	9
bill0	agency or school	NN CC NN	Noun O Noun	NP	3	16	9
bill0	are	VBP	Verb	VG	1	3	9
bill0	based	VBN	Verb	VG	1	5	9
bill0	commenced	VBN	Verb	VG	1	9	7
bill0	commenced	VBD	Verb	VG	1	9	2
bill0	employee shall provide	NN MD VB	Noun VerbMod Verb	VerbArg	3	22	9
bill0	employment benefits	NN NNS	Noun Noun	NP	2	19	7
bill0	employment benefits	NNP NNS	Noun Noun	NP	2	19	2
bill0	fair labor	NNP NNP	Noun Noun	NP	2	10	9
bill0	fair labor standards	NNP NNP NNP	Noun Noun Noun	NP	3	20	9
bill0	fair labor standards act	NNP NNP NNP NNP	Noun Noun Noun Noun	NP	4	24	9
bill0	fair labor standards act of 1938	NNP NNP NNP NNP IN CD	Noun Noun Noun Noun Prep Noun	NP	6	32	9
bill0	labor standards	NNP NNP	Noun Noun	NP	2	15	9
bill0	labor standards act	NNP NNP NNP	Noun Noun Noun	NP	3	19	9
bill0	labor standards act of 1938	NNP NNP NNP IN CD	Noun Noun Noun Prep Noun	NP	5	27	9
bill0	regulations	NNS	Noun	NP	1	11	7
bill0	regulations	NNPS	Noun	NP	1	11	2
bill0	section 6382	NN CD	Noun Noun	NP	2	12	9
bill0	sections	NNS	Noun	NP	1	8	9
bill0	standards act	NNP NNP	Noun Noun	NP	2	13	9
bill0	standards act of 1938	NNP NNP IN CD	Noun Noun Prep Noun	NP	4	21	9
bill0	12-month period	JJ NN	Adj Noun	NP	2	15	8
bill0	act or any amendment	NN CC DT NN	Noun O Det Noun	NP	4	20	8
bill0	act or any amendment made	NN CC DT NN VBN	Noun O Det Noun Verb	VerbArg	5	25	8
bill0	amendment made	NN VBN	Noun Verb	VerbArg	2	14	8
bill0	appointed	VBN	Verb	VG	1	9	8
bill0	be construed	VB VBN	Verb Verb	VG	2	12	8
bill0	begin	VB	Verb	VG	1	5	8
bill0	chairperson	NN	Noun	NP	1	11	6
bill0	chairperson	NNP	Noun	NP	1	11	2
bill0	code	NNP	Noun	NP	1	4	8
bill0	compensation	NN	Noun	NP	1	12	8
bill0	congress	NNP	Noun	NP	1	8	7
bill0	congress	NN	Noun	NP	1	8	1
bill0	construed	VBN	Verb	VG	1	9	8
bill0	described in paragraph	VBN IN NN	Verb Prep Noun	VerbArg	3	22	8
bill0	effect	NN	Noun	NP	1	6	8
bill0	employer may require	NN MD VB	Noun VerbMod Verb	VerbArg	3	20	8
bill0	issued	VBN	Verb	VG	1	6	7
bill0	issued	VBD	Verb	VG	1	6	1
bill0	medical treatment	JJ NN	Adj Noun	NP	2	17	8
bill0	one	CD	Noun	NP	1	3	8
bill0	pay	NN	Noun	NP	1	3	6
bill0	pay	VB	Verb	VG	1	3	2
bill0	periods	NNS	Noun	NP	1	7	8
bill0	planned medical treatment	JJ JJ NN	Adj Adj Noun	NP	3	25	8
bill0	practices	NNPS	Noun	NP	1	9	4
bill0	practices	NNS	Noun	NP	1	9	4
bill0	restoration	NN	Noun	NP	1	11	8
bill0	section 105	NN CD	Noun Noun	NP	2	11	8
bill0	services	NNS	Noun	NP	1	8	5
bill0	services	NNPS	Noun	NP	1	8	3
bill0	shall be construed	MD VB VBN	VerbMod Verb Verb	VG	3	18	8
bill0	101	CD	Noun	NP	1	3	7
bill0	allegation	NN	Noun	NP	1	10	7
bill0	approved	VBN	Verb	VG	1	8	7
bill0	be appointed	VB VBN	Verb Verb	VG	2	12	7
bill0	birth or placement	NN CC NN	Noun O Noun	NP	3	18	7
bill0	brought	VBN	Verb	VG	1	7	6
bill0	brought	VBD	Verb	VG	1	7	1
bill0	clause	NN	Noun	NP	1	6	7
bill0	coverage	NNP	Noun	NP	1	8	4
bill0	coverage	NN	Noun	NP	1	8	3
bill0	defined	VBN	Verb	VG	1	7	7
bill0	family and medical leave	NN CC JJ NN	Noun O Adj Noun	NP	4	24	3
bill0	family and medical leave	NN CC NN VB	Noun O Noun Verb	VerbArg	4	24	2
bill0	family and medical leave	NNP CC NNP VB	Noun O Noun Verb	VerbArg	4	24	1
bill0	family and medical leave	NNP NNP NNP VB	Noun Noun Noun Verb	VerbArg	4	24	1
bill0	following	VBG	Verb	VG	1	9	4
bill0	following	NN	Noun	NP	1	9	3
bill0	hours	NNS	Noun	NP	1	5	7
bill0	ii	CD	Noun	NP	1	2	7
bill0	interest	NN	Noun	NP	1	8	7
bill0	number	NN	Noun	NP	1	6	7
bill0	order	NN	Noun	NP	1	5	7
bill0	policy	NN	Noun	NP	1	6	7
bill0	purpose	NN	Noun	NP	1	7	7
bill0	requirement	NN	Noun	NP	1	11	5
bill0	requirement	NNP	Noun	NP	1	11	2
bill0	senate employee	NNP NN	Noun Noun	NP	2	15	7
bill0	shall apply	MD VB	VerbMod Verb	VG	2	11	7
bill0	states code	NNP NNP	Noun Noun	NP	2	11	7
bill0	status	NN	Noun	NP	1	6	7
bill0	united states code	NNP NNP NNP	Noun Noun Noun	NP	3	18	7
bill0	v	NN	Noun	NP	1	1	5
bill0	v	NNP	Noun	NP	1	1	2
bill0	working	VBG	Verb	VG	1	7	7
bill0	workweeks	NNS	Noun	NP	1	9	7
bill0	104	CD	Noun	NP	1	3	6
bill0	2 u.s.c.	CD NNP	Noun Noun	NP	2	8	6
bill0	6	CD	Noun	NP	1	1	6
bill0	act or any amendment made by this act	NN CC DT NN VBN IN DT NN	Noun O Det Noun Verb Prep Det Noun	VerbArg	8	37	6
bill0	amendment made by this act	NN VBN IN DT NN	Noun Verb Prep Det Noun	VerbArg	5	26	6
bill0	authority	NN	Noun	NP	1	9	6
bill0	bargaining	NN	Noun	NP	1	10	6
bill0	been	VBN	Verb	VG	1	4	6
bill0	care provider designated	NN NN VBN	Noun Noun Verb	VerbArg	3	24	6
bill0	care provider designated or approved	NN NN VBN CC VBN	Noun Noun Verb O Verb	VerbArg	5	36	6
bill0	certification provided	NN VBN	Noun Verb	VerbArg	2	22	6
bill0	certification provided under subsection	NN VBN IN NN	Noun Verb Prep Noun	VerbArg	4	39	6
bill0	certified	VBN	Verb	VG	1	9	6
bill0	certified under subsection	VBN IN NN	Verb Prep Noun	VerbArg	3	26	6
bill0	child	NN	Noun	NP	1	5	6
bill0	collective bargaining	JJ NN	Adj Noun	NP	2	21	6
bill0	designated	VBN	Verb	VG	1	10	6
bill0	designated or approved	VBN CC VBN	Verb O Verb	VG	3	22	6
bill0	disability	NN	Noun	NP	1	10	6
bill0	educational agency	JJ NN	Adj Noun	NP	2	18	6
bill0	elect	VB	Verb	VG	1	5	6
bill0	employee means	NN VBZ	Noun Verb	VerbArg	2	14	6
bill0	employee obtain	NN VB	Noun Verb	VerbArg	2	15	6
bill0	established	VBN	Verb	VG	1	11	6
bill0	exercise	NN	Noun	NP	1	8	6
bill0	expected	VBN	Verb	VG	1	8	6
bill0	government	NNP	Noun	NP	1	10	5
bill0	government	NN	Noun	NP	1	10	1
bill0	health care provider designated	NN NN NN VBN	Noun Noun Noun Verb	VerbArg	4	31	6
bill0	health care provider designated or approved	NN NN NN VBN CC VBN	Noun Noun Noun Verb O Verb	VerbArg	6	43	6
bill0	information certified	NN VBN	Noun Verb	VerbArg	2	21	6
bill0	information certified under subsection	NN VBN IN NN	Noun Verb Prep Noun	VerbArg	4	38	6
bill0	intention	NN	Noun	NP	1	9	6
bill0	leader	NNP	Noun	NP	1	6	6
bill0	leave under section 6382	NN IN NN CD	Noun Prep Noun Noun	NP	4	24	6
bill0	leave under subparagraph -lrb- c -rrb-	NN IN NN -LRB- NN -RRB-	Noun Prep Noun Lparen Noun Rparen	NP	6	38	6
bill0	made by this act	VBN IN DT NN	Verb Prep Det Noun	VerbArg	4	16	6
bill0	not be	RB VB	VerbMod Verb	VG	2	6	6
bill0	obtain	VB	Verb	VG	1	6	6
bill0	plan	NN	Noun	NP	1	4	5
bill0	plan	VBP	Verb	VG	1	4	1
bill0	practice	NN	Noun	NP	1	8	4
bill0	practice	VB	Verb	VG	1	8	2
bill0	provided under subsection	VBN IN NN	Verb Prep Noun	VerbArg	3	25	6
bill0	provider designated	NN VBN	Noun Verb	VerbArg	2	19	6
bill0	provider designated or approved	NN VBN CC VBN	Noun Verb O Verb	VerbArg	4	31	6
bill0	provision	NN	Noun	NP	1	9	6
bill0	request	NN	Noun	NP	1	7	6
bill0	requires	VBZ	Verb	VG	1	8	6
bill0	restored	VBN	Verb	VG	1	8	6
bill0	rules	NNS	Noun	NP	1	5	6
bill0	shall be appointed	MD VB VBN	VerbMod Verb Verb	VG	3	18	6
bill0	shall not be	MD RB VB	VerbMod VerbMod Verb	VG	3	12	6
bill0	statement	NN	Noun	NP	1	9	6
bill0	subject	NN	Noun	NP	1	7	6
bill0	such term	JJ NN	Adj Noun	NP	2	9	6
bill0	table	NN	Noun	NP	1	5	3
bill0	table	NNP	Noun	NP	1	5	3
bill0	take leave	VB NN	Verb Noun	VerbArg	2	10	6
bill0	taking	NN	Noun	NP	1	6	3
bill0	taking	VBG	Verb	VG	1	6	3
bill0	title 5	NN CD	Noun Noun	NP	2	7	6
bill0	was	VBD	Verb	VG	1	3	6
bill0	101 through 105	CD IN CD	Noun Prep Noun	NP	3	15	5
bill0	107	CD	Noun	NP	1	3	5
bill0	309	CD	Noun	NP	1	3	5
bill0	6382 -lrb- a -rrb-	CD -LRB- DT -RRB-	Noun Lparen Det Rparen	NP	4	18	5
bill0	6382 -lrb- a -rrb- -lrb- 1 -rrb-	CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Lparen Det Rparen Lparen O Rparen	NP	7	32	5
bill0	academic term	JJ NN	Adj Noun	NP	2	13	4
bill0	academic term	NNP NNP	Noun Noun	NP	2	13	1
bill0	accrued	VBN	Verb	VG	1	7	5
bill0	age	NN	Noun	NP	1	3	5
bill0	agency may require	NN MD VB	Noun VerbMod Verb	VerbArg	3	18	5
bill0	agreement	NN	Noun	NP	1	9	5
bill0	apply with respect	VB IN NN	Verb Prep Noun	VerbArg	3	18	3
bill0	apply with respect	VBP IN NN	Verb Prep Noun	VerbArg	3	18	2
bill0	based on planned medical treatment	VBN IN JJ JJ NN	Verb Prep Adj Adj Noun	VerbArg	5	34	5
bill0	be considered	VB VBN	Verb Verb	VG	2	13	5
bill0	be entitled	VB VBN	Verb Verb	VG	2	11	5
bill0	business	NN	Noun	NP	1	8	4
bill0	business	NNP	Noun	NP	1	8	1
bill0	care provider of the employee	NN NN IN DT NN	Noun Noun Prep Det Noun	NP	5	29	5
bill0	chapter	NN	Noun	NP	1	7	5
bill0	conditions	NNS	Noun	NP	1	10	5
bill0	considered	VBN	Verb	VG	1	10	5
bill0	contents	NNS	Noun	NP	1	8	3
bill0	contents	NNP	Noun	NP	1	8	2
bill0	costs	NNS	Noun	NP	1	5	5
bill0	damages	NNS	Noun	NP	1	7	5
bill0	date of the enactment	NN IN DT NN	Noun Prep Det Noun	NP	4	21	5
bill0	definitions	NNS	Noun	NP	1	11	5
bill0	described in subsection	VBN IN NN	Verb Prep Noun	VerbArg	3	23	5
bill0	duties	NNS	Noun	NP	1	6	5
bill0	eas	NN	Noun	NP	1	3	4
bill0	eas	NNP	Noun	NP	1	3	1
bill0	employee is needed	NN VBZ VBN	Noun Verb Verb	VerbArg	3	18	5
bill0	employment position	NN NN	Noun Noun	NP	2	19	4
bill0	employment position	NNP NN	Noun Noun	NP	2	19	1
bill0	enactment	NN	Noun	NP	1	9	5
bill0	end of such term	NN IN JJ NN	Noun Prep Adj Noun	NP	4	16	5
bill0	expense	NN	Noun	NP	1	7	5
bill0	federal	NNP	Noun	NP	1	7	5
bill0	functions	NNS	Noun	NP	1	9	5
bill0	general	NNP	Noun	NP	1	7	5
bill0	given	VBN	Verb	VG	1	5	5
bill0	had	VBD	Verb	VG	1	3	5
bill0	has a serious health	VBZ DT JJ NN	Verb Det Adj Noun	VerbArg	4	20	5
bill0	has a serious health condition	VBZ DT JJ NN NN	Verb Det Adj Noun Noun	VerbArg	5	30	5
bill0	health care provider of the employee	NN NN NN IN DT NN	Noun Noun Noun Prep Det Noun	NP	6	36	5
bill0	i	NN	Noun	NP	1	1	5
bill0	iii	CD	Noun	NP	1	3	3
bill0	iii	NNP	Noun	NP	1	3	2
bill0	industry	NN	Noun	NP	1	8	5
bill0	insurance	NN	Noun	NP	1	9	5
bill0	is needed	VBZ VBN	Verb Verb	VG	2	9	5
bill0	law	NN	Noun	NP	1	3	5
bill0	leave requirement	VB NN	Verb Noun	VerbArg	2	17	3
bill0	leave requirement	VB NNP	Verb Noun	VerbArg	2	17	2
bill0	leave under subparagraph -lrb- a -rrb-	NN IN NN -LRB- NN -RRB-	Noun Prep Noun Lparen Noun Rparen	NP	6	38	5
bill0	may require the employee	MD VB DT NN	VerbMod Verb Det Noun	VerbArg	4	24	5
bill0	months	NNS	Noun	NP	1	6	5
bill0	necessity	NN	Noun	NP	1	9	5
bill0	needed	VBN	Verb	VG	1	6	5
bill0	paid leave	VBN NN	Verb Noun	VerbArg	2	10	4
bill0	paid leave	VBN VB	Verb Verb	VG	2	10	1
bill0	parent of the employee	NN IN DT NN	Noun Prep Det Noun	NP	4	22	5
bill0	perform	VB	Verb	VG	1	7	5
bill0	perform the functions	VB DT NNS	Verb Det Noun	VerbArg	3	21	5
bill0	period of leave	NN IN NN	Noun Prep Noun	NP	3	15	5
bill0	position of the employee	NN IN DT NN	Noun Prep Det Noun	NP	4	24	5
bill0	provider of the employee	NN IN DT NN	Noun Prep Det Noun	NP	4	24	5
bill0	provisions	NNS	Noun	NP	1	10	5
bill0	remedies	NNS	Noun	NP	1	8	5
bill0	report	VB	Verb	VG	1	6	3
bill0	report	NN	Noun	NP	1	6	2
bill0	require the employee	VB DT NN	Verb Det Noun	VerbArg	3	20	5
bill0	result	VB	Verb	VG	1	6	3
bill0	result	NN	Noun	NP	1	6	2
bill0	right	NN	Noun	NP	1	5	5
bill0	rights act	NNP NNP	Noun Noun	NP	2	10	5
bill0	section 309	NN CD	Noun Noun	NP	2	11	5
bill0	section 6382 -lrb- a -rrb-	NN CD -LRB- DT -RRB-	Noun Noun Lparen Det Rparen	NP	5	26	5
bill0	section 6382 -lrb- a -rrb- -lrb- 1 -rrb-	NN CD -LRB- DT -RRB- -LRB- LS -RRB-	Noun Noun Lparen Det Rparen Lparen O Rparen	NP	8	40	5
bill0	sections 101	NNS CD	Noun Noun	NP	2	12	5
bill0	sections 101 through 105	NNS CD IN CD	Noun Noun Prep Noun	NP	4	24	5
bill0	sense	NN	Noun	NP	1	5	2
bill0	sense	NNP	Noun	NP	1	5	2
bill0	sense	VB	Verb	VG	1	5	1
bill0	shall be considered	MD VB VBN	VerbMod Verb Verb	VG	3	19	5
bill0	sick leave	JJ NN	Adj Noun	NP	2	10	5
bill0	such act	JJ NN	Adj Noun	NP	2	8	4
bill0	such act	JJ NNP	Adj Noun	NP	2	8	1
bill0	such notice	JJ NN	Adj Noun	NP	2	11	5
bill0	table of contents	NN IN NNS	Noun Prep Noun	NP	3	17	2
bill0	table of contents	NNP IN NNP	Noun Prep Noun	NP	3	17	2
bill0	table of contents	NNP IN NNS	Noun Prep Noun	NP	3	17	1
bill0	takes	VBZ	Verb	VG	1	5	5
bill0	takes leave	VBZ NN	Verb Noun	VerbArg	2	11	5
bill0	terms	NNS	Noun	NP	1	5	5
bill0	unpaid leave	JJ NN	Adj Noun	NP	2	12	4
bill0	unpaid leave	NNP VB	Noun Verb	VerbArg	2	12	1
bill0	women	NNS	Noun	NP	1	5	5
