docid	lc_words	tags	coarse_tags	pattern	numwords	numchars	count
bill6	community	NNP	Noun	NP	1	9	10
bill6	subsection	NN	Noun	NP	1	10	26
bill6	provide	VB	Verb	VG	1	7	19
bill6	provide	VBP	Verb	VG	1	7	6
bill6	nonentitlement areas	NN NNS	Noun Noun	NP	2	20	15
bill6	nonentitlement areas	JJ NNS	Adj Noun	NP	2	20	8
bill6	nonentitlement areas	NNP NNS	Noun Noun	NP	2	20	1
bill6	regulations	NNS	Noun	NP	1	11	22
bill6	regulations	NNPS	Noun	NP	1	11	2
bill6	unit	NN	Noun	NP	1	4	24
bill6	community development	NN NN	Noun Noun	NP	2	21	13
bill6	community development	NNP NNP	Noun Noun	NP	2	21	10
bill6	unit of general local government	NN IN JJ JJ NN	Noun Prep Adj Adj Noun	NP	5	32	23
bill6	authorized	VBN	Verb	VG	1	10	22
bill6	grantee	NN	Noun	NP	1	7	21
bill6	1993	CD	Noun	NP	1	4	20
bill6	fiscal year	JJ NN	Adj Noun	NP	2	11	20
bill6	year	NN	Noun	NP	1	4	20
bill6	1	CD	Noun	NP	1	1	19
bill6	c	NN	Noun	NP	1	1	19
bill6	purposes	NNS	Noun	NP	1	8	19
bill6	action	NN	Noun	NP	1	6	17
bill6	action	NNP	Noun	NP	1	6	1
bill6	d	NN	Noun	NP	1	1	18
bill6	grants	NNS	Noun	NP	1	6	14
bill6	grants	NNPS	Noun	NP	1	6	4
bill6	has	VBZ	Verb	VG	1	3	18
bill6	received	VBN	Verb	VG	1	8	15
bill6	received	VBD	Verb	VG	1	8	3
bill6	urban county	JJ NN	Adj Noun	NP	2	12	17
bill6	urban county	NNP NN	Noun Noun	NP	2	12	1
bill6	use	NN	Noun	NP	1	3	18
bill6	fiscal year 1993	JJ NN CD	Adj Noun Noun	NP	3	16	17
bill6	mr.	NNP	Noun	NP	1	3	17
bill6	poverty	NN	Noun	NP	1	7	17
bill6	year 1993	NN CD	Noun Noun	NP	2	9	17
bill6	extent of poverty	NN IN NN	Noun Prep Noun	NP	3	17	16
bill6	general	NNP	Noun	NP	1	7	16
bill6	nonentitlement	NN	Noun	NP	1	14	15
bill6	nonentitlement	NNP	Noun	NP	1	14	1
bill6	persons	NNS	Noun	NP	1	7	16
bill6	provided	VBN	Verb	VG	1	8	16
bill6	allocated	VBN	Verb	VG	1	9	15
bill6	units	NNS	Noun	NP	1	5	15
bill6	including	VBG	Verb	VG	1	9	14
bill6	is authorized	VBZ VBN	Verb Verb	VG	2	13	14
bill6	made	VBN	Verb	VG	1	4	12
bill6	made	VBD	Verb	VG	1	4	2
bill6	paragraph -lrb- 1 -rrb-	NN -LRB- CD -RRB-	Noun Lparen Noun Rparen	NP	4	23	14
bill6	are	VBP	Verb	VG	1	3	13
bill6	costs	NNS	Noun	NP	1	5	13
bill6	court	NN	Noun	NP	1	5	10
bill6	court	NNP	Noun	NP	1	5	3
bill6	distribution	NN	Noun	NP	1	12	13
bill6	metropolitan city	JJ NN	Adj Noun	NP	2	17	12
bill6	metropolitan city	NNP NN	Noun Noun	NP	2	17	1
bill6	provision	NN	Noun	NP	1	9	12
bill6	provision	NNP	Noun	NP	1	9	1
bill6	provisions	NNS	Noun	NP	1	10	13
bill6	ratio	NN	Noun	NP	1	5	13
bill6	ratios	NNS	Noun	NP	1	6	13
bill6	services	NNS	Noun	NP	1	8	13
bill6	such act	JJ NNP	Adj Noun	NP	2	8	10
bill6	such act	JJ NN	Adj Noun	NP	2	8	3
bill6	age	NN	Noun	NP	1	3	11
bill6	age	NNP	Noun	NP	1	3	1
bill6	allocation	NN	Noun	NP	1	10	12
bill6	cities	NNS	Noun	NP	1	6	12
bill6	income	NN	Noun	NP	1	6	11
bill6	income	NNP	Noun	NP	1	6	1
bill6	may be	MD VB	VerbMod Verb	VG	2	6	12
bill6	metropolitan areas	JJ NNS	Adj Noun	NP	2	18	12
bill6	officer	NN	Noun	NP	1	7	12
bill6	units of general local government	NNS IN JJ JJ NN	Noun Prep Adj Adj Noun	NP	5	33	12
bill6	104	CD	Noun	NP	1	3	11
bill6	case	NN	Noun	NP	1	4	11
bill6	housing act	NNP NNP	Noun Noun	NP	2	11	11
bill6	required	VBN	Verb	VG	1	8	11
bill6	requirements	NNS	Noun	NP	1	12	11
bill6	sec	NNP	Noun	NP	1	3	10
bill6	sec	NN	Noun	NP	1	3	1
bill6	statement	NN	Noun	NP	1	9	11
bill6	such amounts	JJ NNS	Adj Noun	NP	2	12	11
bill6	term	NN	Noun	NP	1	4	11
bill6	used	VBN	Verb	VG	1	4	11
bill6	1974	CD	Noun	NP	1	4	10
bill6	accordance	NN	Noun	NP	1	10	10
bill6	act of 1974	NNP IN CD	Noun Prep Noun	NP	3	11	10
bill6	age of housing	NN IN NN	Noun Prep Noun	NP	3	14	10
bill6	appropriated	VBN	Verb	VG	1	12	10
bill6	assistance under this title	NN IN DT NN	Noun Prep Det Noun	NP	4	27	10
bill6	authority	NN	Noun	NP	1	9	7
bill6	authority	NNP	Noun	NP	1	9	3
bill6	average	NN	Noun	NP	1	7	10
bill6	be counted	VB VBN	Verb Verb	VG	2	10	10
bill6	conditions	NNS	Noun	NP	1	10	10
bill6	counted	VBN	Verb	VG	1	7	10
bill6	defined	VBN	Verb	VG	1	7	10
bill6	expenses	NNS	Noun	NP	1	8	10
bill6	grant	NN	Noun	NP	1	5	10
bill6	law	NN	Noun	NP	1	3	10
bill6	needs	NNS	Noun	NP	1	5	7
bill6	needs	VBZ	Verb	VG	1	5	3
bill6	percent	NN	Noun	NP	1	7	10
bill6	population	NN	Noun	NP	1	10	10
bill6	rehabilitation	NN	Noun	NP	1	14	9
bill6	rehabilitation	NNP	Noun	NP	1	14	1
bill6	rights	NNP	Noun	NP	1	6	5
bill6	rights	NNS	Noun	NP	1	6	4
bill6	rights	NNPS	Noun	NP	1	6	1
bill6	shall be counted	MD VB VBN	VerbMod Verb Verb	VG	3	16	10
bill6	subsection -lrb- a -rrb-	NN -LRB- DT -RRB-	Noun Lparen Det Rparen	NP	4	24	10
bill6	106 -lrb- d -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	17	9
bill6	7	CD	Noun	NP	1	1	9
bill6	appropriations	NNS	Noun	NP	1	14	9
bill6	assisted	VBN	Verb	VG	1	8	9
bill6	attorney	NNP	Noun	NP	1	8	9
bill6	attorney general	NNP NNP	Noun Noun	NP	2	16	9
bill6	defined in section	VBN IN NN	Verb Prep Noun	VerbArg	3	18	9
bill6	development act	NNP NNP	Noun Noun	NP	2	15	9
bill6	growth	NN	Noun	NP	1	6	9
bill6	have	VB	Verb	VG	1	4	7
bill6	have	VBP	Verb	VG	1	4	2
bill6	improvements	NNS	Noun	NP	1	12	9
bill6	involving	VBG	Verb	VG	1	9	9
bill6	loans	NNS	Noun	NP	1	5	9
bill6	make	VB	Verb	VG	1	4	6
bill6	make	VBP	Verb	VG	1	4	3
bill6	national	NNP	Noun	NP	1	8	9
bill6	period	NN	Noun	NP	1	6	9
bill6	projected	VBN	Verb	VG	1	9	7
bill6	projected	NNP	Noun	NP	1	9	2
bill6	projects	NNS	Noun	NP	1	8	9
bill6	purpose	NN	Noun	NP	1	7	9
bill6	result	NN	Noun	NP	1	6	9
bill6	section 104	NN CD	Noun Noun	NP	2	11	9
bill6	section 106 -lrb- d -rrb-	NN CD -LRB- NN -RRB-	Noun Noun Lparen Noun Rparen	NP	5	25	9
bill6	102	CD	Noun	NP	1	3	8
bill6	109	CD	Noun	NP	1	3	8
bill6	2	CD	Noun	NP	1	1	8
bill6	502	CD	Noun	NP	1	3	8
bill6	agencies	NNS	Noun	NP	1	8	6
bill6	agencies	NNP	Noun	NP	1	8	1
bill6	agencies	NNPS	Noun	NP	1	8	1
bill6	amounts allocated	NNS VBN	Noun Verb	VerbArg	2	17	8
bill6	authorization	NN	Noun	NP	1	13	8
bill6	average of the ratios	NN IN DT NNS	Noun Prep Det Noun	NP	4	21	8
bill6	be appropriated	VB VBN	Verb Verb	VG	2	15	8
bill6	benefits	NNS	Noun	NP	1	8	8
bill6	certification	NN	Noun	NP	1	13	8
bill6	civil rights	NNP NNP	Noun Noun	NP	2	12	5
bill6	civil rights	JJ NNS	Adj Noun	NP	2	12	2
bill6	civil rights	NNP NNPS	Noun Noun	NP	2	12	1
bill6	community development act	NNP NNP NNP	Noun Noun Noun	NP	3	25	8
bill6	comply	VB	Verb	VG	1	6	8
bill6	counties	NNS	Noun	NP	1	8	8
bill6	credit	NN	Noun	NP	1	6	7
bill6	credit	NNP	Noun	NP	1	6	1
bill6	economic conditions	JJ NNS	Adj Noun	NP	2	19	8
bill6	findings	NNS	Noun	NP	1	8	8
bill6	is defined	VBZ VBN	Verb Verb	VG	2	10	8
bill6	is defined in section	VBZ VBN IN NN	Verb Verb Prep Noun	VerbArg	4	21	8
bill6	issued	VBN	Verb	VG	1	6	8
bill6	metropolitan cities	JJ NNS	Adj Noun	NP	2	19	6
bill6	metropolitan cities	NNP NNS	Noun Noun	NP	2	19	2
bill6	program	NN	Noun	NP	1	7	7
bill6	program	NNP	Noun	NP	1	7	1
bill6	provide assistance	VB NN	Verb Noun	VerbArg	2	18	8
bill6	ratio involving	NN VBG	Noun Verb	VerbArg	2	15	8
bill6	receiving	VBG	Verb	VG	1	9	8
bill6	relocation	NN	Noun	NP	1	10	4
bill6	relocation	NNP	Noun	NP	1	10	4
bill6	responsibilities	NNS	Noun	NP	1	16	8
bill6	section 502	NN CD	Noun Noun	NP	2	11	8
bill6	subparagraph	NN	Noun	NP	1	12	8
bill6	such term	JJ NN	Adj Noun	NP	2	9	8
bill6	such term is	JJ NN VBZ	Adj Noun Verb	VerbArg	3	12	8
bill6	such term is defined	JJ NN VBZ VBN	Adj Noun Verb Verb	VerbArg	4	20	8
bill6	such term is defined in section	JJ NN VBZ VBN IN NN	Adj Noun Verb Verb Prep Noun	VerbArg	6	31	8
bill6	term is	NN VBZ	Noun Verb	VerbArg	2	7	8
bill6	term is defined	NN VBZ VBN	Noun Verb Verb	VerbArg	3	15	8
bill6	term is defined in section	NN VBZ VBN IN NN	Noun Verb Verb Prep Noun	VerbArg	5	26	8
bill6	was	VBD	Verb	VG	1	3	8
bill6	1949	CD	Noun	NP	1	4	7
bill6	513	CD	Noun	NP	1	3	7
bill6	act of 1949	NNP IN CD	Noun Prep Noun	NP	3	11	7
bill6	apply	VB	Verb	VG	1	5	6
bill6	apply	VBP	Verb	VG	1	5	1
bill6	area	NN	Noun	NP	1	4	7
bill6	authorization of appropriations	NN IN NNS	Noun Prep Noun	NP	3	31	7
bill6	be used	VB VBN	Verb Verb	VG	2	7	7
bill6	chief executive	JJ NN	Adj Noun	NP	2	15	7
bill6	chief executive officer	JJ NN NN	Adj Noun Noun	NP	3	23	7
bill6	community development act of 1974	NNP NNP NNP IN CD	Noun Noun Noun Prep Noun	NP	5	33	7
bill6	compliance	NN	Noun	NP	1	10	6
bill6	compliance	NNPS	Noun	NP	1	10	1
bill6	congress	NNP	Noun	NP	1	8	7
bill6	construction	NN	Noun	NP	1	12	7
bill6	data	NNS	Noun	NP	1	4	6
bill6	data	NNP	Noun	NP	1	4	1
bill6	development act of 1974	NNP NNP IN CD	Noun Noun Prep Noun	NP	4	23	7
bill6	distribute	VB	Verb	VG	1	10	7
bill6	executive	NN	Noun	NP	1	9	7
bill6	executive officer	NN NN	Noun Noun	NP	2	17	7
bill6	health	NNP	Noun	NP	1	6	4
bill6	health	NN	Noun	NP	1	6	3
bill6	housing act of 1949	NNP NNP IN CD	Noun Noun Prep Noun	NP	4	19	7
bill6	housing and community	NN CC NNP	Noun O Noun	NP	3	21	6
bill6	housing and community	NNP CC NNP	Noun O Noun	NP	3	21	1
bill6	housing and community development	NN CC NNP NNP	Noun O Noun Noun	NP	4	33	6
bill6	housing and community development	NNP CC NNP NNP	Noun O Noun Noun	NP	4	33	1
bill6	housing and community development act	NN CC NNP NNP NNP	Noun O Noun Noun Noun	NP	5	37	6
bill6	housing and community development act	NNP CC NNP NNP NNP	Noun O Noun Noun Noun	NP	5	37	1
bill6	housing and community development act of 1974	NN CC NNP NNP NNP IN CD	Noun O Noun Noun Noun Prep Noun	NP	7	45	6
bill6	housing and community development act of 1974	NNP CC NNP NNP NNP IN CD	Noun O Noun Noun Noun Prep Noun	NP	7	45	1
bill6	ms.	NNP	Noun	NP	1	3	7
bill6	not be	RB VB	VerbMod Verb	VG	2	6	7
bill6	payment	NN	Noun	NP	1	7	7
bill6	property	NN	Noun	NP	1	8	6
bill6	property	NNP	Noun	NP	1	8	1
bill6	public	NNP	Noun	NP	1	6	6
bill6	public	NN	Noun	NP	1	6	1
bill6	referred	VBN	Verb	VG	1	8	4
bill6	referred	VBD	Verb	VG	1	8	3
bill6	section 513	NN CD	Noun Noun	NP	2	11	7
bill6	such city	JJ NN	Adj Noun	NP	2	9	7
bill6	such paragraph	JJ NN	Adj Noun	NP	2	14	7
bill6	urban counties	JJ NNS	Adj Noun	NP	2	14	6
bill6	urban counties	NNP NNS	Noun Noun	NP	2	14	1
bill6	acquisition	NN	Noun	NP	1	11	5
bill6	acquisition	NNP	Noun	NP	1	11	1
bill6	actions	NNS	Noun	NP	1	7	6
bill6	activity	NN	Noun	NP	1	8	6
bill6	approval	NN	Noun	NP	1	8	6
bill6	areas in that state	NNS IN DT NN	Noun Prep Det Noun	NP	4	19	6
bill6	basis	NN	Noun	NP	1	5	6
bill6	be made	VB VBN	Verb Verb	VG	2	7	6
bill6	been	VBN	Verb	VG	1	4	6
bill6	carry	VB	Verb	VG	1	5	6
bill6	carry out	VB RP	Verb VerbMod	VG	2	9	6
bill6	certify	VB	Verb	VG	1	7	5
bill6	certify	VBP	Verb	VG	1	7	1
bill6	cities and urban counties	NNS CC JJ NNS	Noun O Adj Noun	NP	4	25	6
bill6	city or county	NN CC NN	Noun O Noun	NP	3	14	6
bill6	civil	NNP	Noun	NP	1	5	6
bill6	civil action	JJ NN	Adj Noun	NP	2	12	5
bill6	civil action	JJ NNP	Adj Noun	NP	2	12	1
bill6	determining	VBG	Verb	VG	1	11	6
bill6	distributed	VBN	Verb	VG	1	11	6
bill6	extent of housing	NN IN NN	Noun Prep Noun	NP	3	17	6
bill6	extent of housing overcrowding	NN IN NN NN	Noun Prep Noun Noun	NP	4	30	6
bill6	federal	NNP	Noun	NP	1	7	6
bill6	grant under section	NN IN NN	Noun Prep Noun	NP	3	19	6
bill6	grant under section 106	NN IN NN CD	Noun Prep Noun Noun	NP	4	23	6
bill6	housing overcrowding	NN NN	Noun Noun	NP	2	20	6
bill6	indian tribes	JJ NNS	Adj Noun	NP	2	13	6
bill6	meet	VB	Verb	VG	1	4	6
bill6	metropolitan cities and urban counties	JJ NNS CC JJ NNS	Adj Noun O Adj Noun	NP	5	38	5
bill6	metropolitan cities and urban counties	NNP NNS CC JJ NNS	Noun Noun O Adj Noun	NP	5	38	1
bill6	nonentitlement areas in that state	NN NNS IN DT NN	Noun Noun Prep Det Noun	NP	5	34	6
bill6	overcrowding	NN	Noun	NP	1	12	6
bill6	part	NN	Noun	NP	1	4	6
bill6	payments	NNS	Noun	NP	1	8	6
bill6	provisions of this title	NNS IN DT NN	Noun Prep Det Noun	NP	4	24	6
bill6	public improvements	JJ NNS	Adj Noun	NP	2	19	6
bill6	receive	VB	Verb	VG	1	7	6
bill6	record	NN	Noun	NP	1	6	6
bill6	release	NN	Noun	NP	1	7	5
bill6	release	NNP	Noun	NP	1	7	1
bill6	request	NN	Noun	NP	1	7	5
bill6	request	VB	Verb	VG	1	7	1
bill6	respect	NN	Noun	NP	1	7	6
bill6	section 102	NN CD	Noun Noun	NP	2	11	6
bill6	section 109	NN CD	Noun Noun	NP	2	11	6
bill6	tribes	NNS	Noun	NP	1	6	6
bill6	urban	NNP	Noun	NP	1	5	6
bill6	103	CD	Noun	NP	1	3	5
bill6	504	CD	Noun	NP	1	3	5
bill6	activities assisted	NNS VBN	Noun Verb	VerbArg	2	19	5
bill6	addition	NN	Noun	NP	1	8	5
bill6	amounts received	NNS VBN	Noun Verb	VerbArg	2	16	3
bill6	amounts received	NNS VBD	Noun Verb	VerbArg	2	16	2
bill6	be allocated	VB VBN	Verb Verb	VG	2	12	5
bill6	be increased	VB VBN	Verb Verb	VG	2	12	5
bill6	become	VBP	Verb	VG	1	6	5
bill6	beginning	VBG	Verb	VG	1	9	5
bill6	budget	NNP	Noun	NP	1	6	3
bill6	budget	NN	Noun	NP	1	6	2
bill6	census	NNP	Noun	NP	1	6	5
bill6	certifications	NNS	Noun	NP	1	14	5
bill6	certifies	VBZ	Verb	VG	1	9	5
bill6	civil rights act	NNP NNP NNP	Noun Noun Noun	NP	3	16	5
bill6	conducted	VBN	Verb	VG	1	9	5
bill6	date	NN	Noun	NP	1	4	5
bill6	environmental	NNP	Noun	NP	1	13	5
bill6	expended	VBN	Verb	VG	1	8	5
bill6	extent of growth	NN IN NN	Noun Prep Noun	NP	3	16	5
bill6	extent of growth lag	NN IN NN NN	Noun Prep Noun Noun	NP	4	20	5
bill6	facilities	NNS	Noun	NP	1	10	5
bill6	fee	NN	Noun	NP	1	3	5
bill6	funds received	NNS VBN	Noun Verb	VerbArg	2	14	5
bill6	growth lag	NN NN	Noun Noun	NP	2	10	5
bill6	high risk	JJ NN	Adj Noun	NP	2	9	5
bill6	high risk youth	JJ NN NN	Adj Noun Noun	NP	3	15	5
bill6	homeownership	NNP	Noun	NP	1	13	5
bill6	i	NN	Noun	NP	1	1	5
bill6	iii	CD	Noun	NP	1	3	5
bill6	increased	VBN	Verb	VG	1	9	5
bill6	issued by the secretary	VBN IN DT NNP	Verb Prep Det Noun	VerbArg	4	23	5
bill6	jurisdiction	NN	Noun	NP	1	12	5
bill6	labor	NNP	Noun	NP	1	5	3
bill6	labor	NN	Noun	NP	1	5	2
bill6	lag	NN	Noun	NP	1	3	5
bill6	loan	NN	Noun	NP	1	4	5
bill6	manner	NN	Noun	NP	1	6	5
bill6	occupied	VBN	Verb	VG	1	8	4
bill6	occupied	VBD	Verb	VG	1	8	1
bill6	owned	VBN	Verb	VG	1	5	5
bill6	percent of the amount	NN IN DT NN	Noun Prep Det Noun	NP	4	21	5
bill6	policy	NNP	Noun	NP	1	6	3
bill6	policy	NN	Noun	NP	1	6	2
bill6	program income	NN NN	Noun Noun	NP	2	14	4
bill6	program income	NNP NNP	Noun Noun	NP	2	14	1
bill6	projected use	VBN NN	Verb Noun	VerbArg	2	13	5
bill6	projected use of funds	VBN NN IN NNS	Verb Noun Prep Noun	VerbArg	4	22	5
bill6	properties	NNS	Noun	NP	1	10	5
bill6	public health	NNP NNP	Noun Noun	NP	2	13	4
bill6	public health	JJ NN	Adj Noun	NP	2	13	1
bill6	regulations issued	NNS VBN	Noun Verb	VerbArg	2	18	5
bill6	review	NN	Noun	NP	1	6	3
bill6	review	VB	Verb	VG	1	6	2
bill6	rights act	NNP NNP	Noun Noun	NP	2	10	5
bill6	risk	NN	Noun	NP	1	4	5
bill6	risk youth	NN NN	Noun Noun	NP	2	10	5
bill6	section 504	NN CD	Noun Noun	NP	2	11	5
bill6	services for high risk	NNS IN JJ NN	Noun Prep Adj Noun	NP	4	22	5
bill6	services for high risk youth	NNS IN JJ NN NN	Noun Prep Adj Noun Noun	NP	5	28	5
bill6	shall have	MD VB	VerbMod Verb	VG	2	10	5
bill6	statement of projected	NN IN VBN	Noun Prep Verb	VerbArg	3	22	3
bill6	statement of projected	NN IN NNP	Noun Prep Noun	NP	3	22	2
bill6	submitted	VBN	Verb	VG	1	9	5
bill6	such section	JJ NN	Adj Noun	NP	2	12	5
bill6	taken	VBN	Verb	VG	1	5	5
bill6	use of funds	NN IN NNS	Noun Prep Noun	NP	3	12	5
bill6	youth	NN	Noun	NP	1	5	5
bill6	10	CD	Noun	NP	1	2	4
bill6	106 -lrb- b -rrb-	CD -LRB- NN -RRB-	Noun Lparen Noun Rparen	NP	4	17	4
bill6	5	CD	Noun	NP	1	1	4
bill6	509a	NN	Noun	NP	1	4	4
bill6	509a of the public	NN IN DT NNP	Noun Prep Det Noun	NP	4	18	4
bill6	509a of the public health	NN IN DT NNP NNP	Noun Prep Det Noun Noun	NP	5	25	4
bill6	509a of the public health service	NN IN DT NNP NNP NNP	Noun Prep Det Noun Noun Noun	NP	6	33	4
bill6	509a of the public health service act	NN IN DT NNP NNP NNP NNP	Noun Prep Det Noun Noun Noun Noun	NP	7	37	4
bill6	act is	NNP VBZ	Noun Verb	VerbArg	2	6	4
bill6	act is authorized	NNP VBZ VBN	Noun Verb Verb	VerbArg	3	17	4
bill6	activities assisted under this title	NNS VBN IN DT NN	Noun Verb Prep Det Noun	VerbArg	5	36	4
bill6	administrative expenses	JJ NNS	Adj Noun	NP	2	23	3
bill6	administrative expenses	NNP NNS	Noun Noun	NP	2	23	1
bill6	affordable housing	NNP NNP	Noun Noun	NP	2	18	3
bill6	affordable housing	JJ NN	Adj Noun	NP	2	18	1
bill6	allocated under paragraph	VBN IN NN	Verb Prep Noun	VerbArg	3	25	4
bill6	amounts allocated under paragraph	NNS VBN IN NN	Noun Verb Prep Noun	VerbArg	4	33	4
bill6	approved	VBN	Verb	VG	1	8	4
bill6	assessing	VBG	Verb	VG	1	9	4
bill6	assessment	NN	Noun	NP	1	10	4
bill6	assistance under this title has	NN IN DT NN VBZ	Noun Prep Det Noun Verb	VerbArg	5	31	4
bill6	assisted under this title	VBN IN DT NN	Verb Prep Det Noun	VerbArg	4	25	4
bill6	awarded	VBN	Verb	VG	1	7	4
bill6	based	VBN	Verb	VG	1	5	4
bill6	be counted once	VB VBN RB	Verb Verb VerbMod	VG	3	15	4
bill6	bears	VBZ	Verb	VG	1	5	4
bill6	beginning on the date	VBG IN DT NN	Verb Prep Det Noun	VerbArg	4	21	4
bill6	beginning on the date of the enactment	VBG IN DT NN IN DT NN	Verb Prep Det Noun Prep Det Noun	VerbArg	7	38	4
bill6	beginning on the date of the enactment of this act	VBG IN DT NN IN DT NN IN DT NN	Verb Prep Det Noun Prep Det Noun Prep Det Noun	VerbArg	10	50	4
bill6	behalf	NN	Noun	NP	1	6	4
bill6	buildings	NNS	Noun	NP	1	9	4
bill6	capital	NN	Noun	NP	1	7	4
bill6	capital costs	NN NNS	Noun Noun	NP	2	13	4
bill6	city or urban county	NN CC JJ NN	Noun O Adj Noun	NP	4	20	4
bill6	code	NNP	Noun	NP	1	4	4
bill6	communities	NNS	Noun	NP	1	11	4
bill6	community development activities	NN NN NNS	Noun Noun Noun	NP	3	32	4
bill6	condition	NN	Noun	NP	1	9	4
bill6	connection	NN	Noun	NP	1	10	4
bill6	considered	VBN	Verb	VG	1	10	4
bill6	counted once	VBN RB	Verb VerbMod	VG	2	12	4
bill6	cover	VB	Verb	VG	1	5	4
bill6	covered	VBN	Verb	VG	1	7	4
bill6	credit authority	NN NN	Noun Noun	NP	2	16	4
bill6	date of the enactment	NN IN DT NN	Noun Prep Det Noun	NP	4	21	4
bill6	date of the enactment of this act	NN IN DT NN IN DT NN	Noun Prep Det Noun Prep Det Noun	NP	7	33	4
bill6	defined in section 509a	VBN IN NN NN	Verb Prep Noun Noun	VerbArg	4	23	4
bill6	defined in section 509a of the public	VBN IN NN NN IN DT NNP	Verb Prep Noun Noun Prep Det Noun	VerbArg	7	37	4
bill6	defined in section 509a of the public health	VBN IN NN NN IN DT NNP NNP	Verb Prep Noun Noun Prep Det Noun Noun	VerbArg	8	44	4
bill6	defined in section 509a of the public health service	VBN IN NN NN IN DT NNP NNP NNP	Verb Prep Noun Noun Prep Det Noun Noun Noun	VerbArg	9	52	4
bill6	defined in section 509a of the public health service act	VBN IN NN NN IN DT NNP NNP NNP NNP	Verb Prep Noun Noun Prep Det Noun Noun Noun Noun	VerbArg	10	56	4
bill6	determines	VBZ	Verb	VG	1	10	4
bill6	determining the average	VBG DT NN	Verb Det Noun	VerbArg	3	23	4
bill6	development activities	NN NNS	Noun Noun	NP	2	22	4
bill6	elected	VBN	Verb	VG	1	7	4
bill6	emergency	NN	Noun	NP	1	9	3
bill6	emergency	NNP	Noun	NP	1	9	1
bill6	enactment	NN	Noun	NP	1	9	4
bill6	enactment of this act	NN IN DT NN	Noun Prep Det Noun	NP	4	21	4
bill6	evidence	NN	Noun	NP	1	8	4
bill6	exceed	VB	Verb	VG	1	6	3
bill6	exceed	VBP	Verb	VG	1	6	1
bill6	expiration	NN	Noun	NP	1	10	4
bill6	failure	NN	Noun	NP	1	7	4
bill6	families	NNS	Noun	NP	1	8	4
bill6	file	VB	Verb	VG	1	4	3
bill6	file	NN	Noun	NP	1	4	1
bill6	funds received under section	NNS VBN IN NN	Noun Verb Prep Noun	VerbArg	4	28	4
bill6	funds received under section 106	NNS VBN IN NN CD	Noun Verb Prep Noun Noun	VerbArg	5	32	4
bill6	governments	NNS	Noun	NP	1	11	4
bill6	grantee certifies	NN VBZ	Noun Verb	VerbArg	2	17	4
bill6	grantee under this title	NN IN DT NN	Noun Prep Det Noun	NP	4	24	4
bill6	health service	NNP NNP	Noun Noun	NP	2	14	4
bill6	health service act	NNP NNP NNP	Noun Noun Noun	NP	3	18	4
bill6	ii	CD	Noun	NP	1	2	4
bill6	include	VB	Verb	VG	1	7	4
bill6	loans under section	NNS IN NN	Noun Prep Noun	NP	3	19	4
bill6	local governments	JJ NNS	Adj Noun	NP	2	17	4
bill6	may not be	MD RB VB	VerbMod VerbMod Verb	VG	3	10	4
bill6	metropolitan area	JJ NN	Adj Noun	NP	2	17	4
bill6	metropolitan city or urban county	JJ NN CC JJ NN	Adj Noun O Adj Noun	NP	5	33	4
